,churn,account_length,voice_plan,voice_messages,intl_plan,intl_mins,intl_calls,intl_charge,day_calls,eve_calls,night_calls,customer_calls,Total_Charge
2496,0,143,1,22,0,7.8,3,2.11,116,99,130,1,46.339999999999996
2497,0,79,1,32,0,4.2,4,1.13,62,87,121,2,32.33
2498,0,89,0,0,0,10.2,5,2.75,59,152,112,1,45.08
2499,0,120,0,0,0,13.8,3,3.73,110,103,83,1,69.08
2500,0,121,1,41,0,9.6,3,2.59,95,92,108,1,63.8
2501,0,101,0,0,0,13.4,4,3.62,66,85,115,0,51.769999999999996
2502,0,115,0,0,0,16.4,5,4.43,114,96,94,2,64.49000000000001
2503,0,168,0,0,0,9.9,5,2.67,131,73,100,2,59.550000000000004
2504,0,90,0,0,0,13.0,1,3.51,96,104,87,1,46.53
2505,0,70,0,0,0,12.5,9,3.38,105,135,65,3,52.580000000000005
2506,0,138,0,0,0,13.2,4,3.56,107,120,119,1,65.01
2507,0,43,0,0,0,12.6,3,3.4,125,88,106,0,47.3
2508,0,117,1,20,0,8.7,3,2.35,98,107,147,2,53.71
2509,0,108,0,0,0,10.9,3,2.94,105,114,98,2,32.400000000000006
2510,0,118,0,0,0,10.0,1,2.7,119,112,104,2,64.22
2511,0,169,0,0,0,7.2,6,1.94,115,123,103,3,45.17
2512,0,62,1,42,0,10.2,3,2.75,95,94,70,0,49.41
2513,0,86,0,0,0,0.0,0,0.0,125,113,107,2,37.82
2514,0,44,0,0,0,10.7,5,2.89,117,94,84,0,59.629999999999995
2515,1,111,0,0,0,12.0,2,3.24,88,84,88,5,47.43
2516,0,127,1,19,0,12.2,3,3.29,115,101,63,2,47.65
2517,0,151,0,0,1,12.4,4,3.35,70,106,126,0,64.28
2518,0,53,0,0,0,7.9,5,2.13,116,82,95,2,53.92
2519,0,15,0,0,0,8.4,5,2.27,101,79,83,2,46.059999999999995
2520,0,123,1,28,0,7.8,8,2.11,105,78,128,1,52.220000000000006
2521,0,137,0,0,0,12.1,4,3.27,76,118,129,1,57.47
2522,0,106,0,0,0,8.4,9,2.27,142,139,61,2,48.58
2523,0,88,0,0,0,7.8,10,2.11,116,74,90,3,47.480000000000004
2524,0,106,0,0,0,11.8,4,3.19,121,87,91,1,69.36
2525,0,95,0,0,0,9.7,2,2.62,57,118,94,0,62.339999999999996
2526,1,57,0,0,1,6.4,1,1.73,65,96,75,0,40.980000000000004
2527,0,184,0,0,0,13.1,8,3.54,93,77,111,2,51.27
2528,0,109,0,0,0,9.9,9,2.67,102,77,74,3,60.74
2529,0,127,0,0,0,9.2,5,2.48,93,130,131,2,59.11
2530,0,82,0,0,0,10.7,9,2.89,122,102,90,2,68.13
2531,0,180,0,0,0,10.1,4,2.73,134,113,87,1,47.99
2532,0,174,0,0,0,7.2,9,1.94,98,70,97,2,63.76
2533,1,92,0,0,0,12.3,6,3.32,60,73,120,2,64.45
2534,0,81,0,0,0,18.0,2,4.86,99,117,98,1,45.56
2535,1,125,0,0,0,9.2,5,2.48,108,107,61,2,40.64
2536,1,119,0,0,0,9.0,1,2.43,100,53,64,0,78.55
2537,0,122,0,0,0,6.4,8,1.73,86,59,67,3,60.23
2538,0,34,0,0,0,14.0,7,3.78,80,93,103,1,48.730000000000004
2539,1,138,1,28,1,10.7,2,2.89,117,98,118,3,70.47
2540,0,90,1,24,0,12.9,1,3.48,82,103,111,1,35.95
2541,0,73,0,0,0,14.2,2,3.83,121,83,86,2,45.53
2542,1,19,0,0,0,9.5,3,2.57,116,109,130,1,74.91000000000001
2543,0,120,1,28,0,6.9,3,1.86,123,76,78,1,69.57
2544,0,160,0,0,0,13.2,4,3.56,113,69,62,3,50.86
2545,0,141,0,0,0,8.2,5,2.21,121,125,112,0,50.1
2546,0,90,0,0,0,12.2,5,3.29,72,93,86,2,56.18000000000001
2547,0,72,0,0,0,12.7,4,3.43,117,96,93,2,53.63000000000001
2548,0,117,1,21,0,11.9,7,3.21,112,110,85,1,54.5
2549,0,79,0,0,1,8.4,4,2.27,134,111,124,2,55.540000000000006
2550,0,87,0,0,0,6.6,4,1.78,119,83,96,1,56.94
2551,0,102,0,0,0,10.9,3,2.94,56,118,93,1,58.67999999999999
2552,0,49,0,0,0,8.9,2,2.4,91,146,114,1,65.61
2553,0,67,0,0,0,10.0,2,2.7,107,104,115,6,71.33
2554,0,107,0,0,0,6.7,5,1.81,100,79,100,2,50.74
2555,0,190,0,0,0,9.3,4,2.51,101,95,123,2,59.51
2556,0,118,0,0,0,10.8,4,2.92,80,87,115,2,41.16
2557,0,120,0,0,0,16.9,6,4.56,133,149,78,0,63.089999999999996
2558,0,94,0,0,0,9.6,5,2.59,114,118,71,0,43.39
2559,0,115,1,29,0,11.5,2,3.11,81,109,87,1,63.07000000000001
2560,0,61,0,0,0,9.0,6,2.43,67,106,116,1,65.49
2561,0,143,1,33,0,7.7,6,2.08,130,114,111,1,49.33
2562,0,110,0,0,0,8.0,11,2.16,69,94,129,1,51.47
2563,0,104,0,0,0,12.1,4,3.27,92,109,98,1,46.769999999999996
2564,0,16,0,0,0,10.7,8,2.89,65,90,94,1,52.230000000000004
2565,0,183,0,0,0,13.5,2,3.65,87,116,109,0,41.97
2566,0,147,0,0,0,14.4,8,3.89,92,107,95,2,54.35
2567,1,58,0,0,0,9.3,2,2.51,116,103,94,2,72.57
2568,0,102,0,0,1,12.0,8,3.24,81,90,66,3,65.44
2569,0,123,0,0,0,12.8,4,3.46,98,77,114,3,58.2
2570,0,64,1,43,0,8.5,6,2.3,100,108,91,1,39.489999999999995
2571,0,103,0,0,0,7.8,3,2.11,62,53,96,2,62.06000000000001
2572,1,152,0,0,0,10.4,7,2.81,60,100,63,1,72.58
2573,1,124,0,0,0,12.8,4,3.46,112,109,94,1,75.93
2574,0,97,0,0,0,13.3,2,3.59,121,141,120,1,48.91
2575,1,131,0,0,0,15.5,3,4.19,95,109,129,1,48.91
2576,0,57,1,33,0,11.1,11,3.0,105,79,90,2,62.75000000000001
2577,0,157,0,0,0,8.5,5,2.3,92,85,85,2,58.4
2578,0,194,0,0,0,11.8,4,3.19,106,150,122,0,57.36
2579,0,66,0,0,0,7.8,2,2.11,107,99,106,1,51.940000000000005
2580,0,155,0,0,0,8.6,4,2.32,90,119,103,0,46.22
2581,1,123,0,0,0,12.9,5,3.48,104,117,95,4,44.75
2582,0,116,0,0,0,7.5,4,2.03,90,114,96,2,59.099999999999994
2583,0,63,0,0,0,12.8,6,3.46,78,133,121,1,53.05
2584,0,64,0,0,0,11.4,5,3.08,78,115,116,3,62.900000000000006
2585,0,96,0,0,0,9.8,1,2.65,122,116,89,3,53.63
2586,0,53,0,0,0,11.4,2,3.08,106,56,124,1,54.169999999999995
2587,0,105,0,0,0,8.9,7,2.4,113,128,114,3,64.00999999999999
2588,0,53,1,37,0,12.0,9,3.24,99,99,112,2,55.64
2589,0,101,0,0,0,13.9,4,3.75,130,101,52,1,53.05
2590,0,129,1,30,0,9.3,7,2.51,95,102,108,3,58.95
2591,1,122,0,0,0,8.8,5,2.38,141,136,100,1,72.87
2592,0,163,0,0,0,12.8,3,3.46,100,46,116,5,58.84
2593,0,93,0,0,0,14.3,9,3.86,120,85,107,0,50.63999999999999
2594,1,115,0,0,1,11.8,8,3.19,81,106,107,1,85.78
2595,1,25,0,0,0,8.4,4,2.27,80,66,80,1,76.4
2596,0,73,0,0,0,5.8,5,1.57,92,114,128,1,42.59
2597,0,120,0,0,0,14.0,2,3.78,88,99,90,2,63.52
2598,0,196,0,0,0,10.3,8,2.78,80,120,96,1,50.15
2599,1,97,0,0,0,8.8,4,2.38,90,127,103,0,72.55
2600,0,148,0,0,0,11.2,4,3.02,120,99,105,1,64.23
2601,0,85,1,30,0,11.5,5,3.11,107,101,104,1,57.58
2602,1,86,0,0,1,11.4,2,3.08,131,102,118,2,47.61
2603,0,78,1,13,0,6.4,5,1.73,93,101,129,2,73.94
2604,0,106,0,0,0,15.9,4,4.29,89,67,90,3,54.39999999999999
2605,0,147,1,38,0,14.1,8,3.81,126,109,91,2,77.38000000000001
2606,1,145,0,0,0,16.1,3,4.35,89,121,121,1,73.11
2607,0,91,0,0,0,9.9,3,2.67,100,107,89,3,56.559999999999995
2608,0,81,1,46,0,6.7,2,1.81,124,103,98,4,61.65
2609,0,116,1,24,0,10.7,6,2.89,90,94,82,1,68.01
2610,0,69,1,37,0,5.9,4,1.59,98,105,117,1,44.92
2611,0,135,0,0,0,11.8,3,3.19,130,90,59,0,50.71
2612,0,73,0,0,0,8.4,8,2.27,102,110,71,2,67.93
2613,0,48,0,0,0,7.1,9,1.92,88,117,137,1,58.589999999999996
2614,1,125,0,0,1,12.2,2,3.29,78,142,84,0,78.55
2615,0,100,0,0,0,10.9,4,2.94,102,97,93,1,54.33
2616,0,165,1,33,0,16.0,3,4.32,140,111,115,0,49.13999999999999
2617,0,64,0,0,0,10.7,2,2.89,98,103,89,2,53.050000000000004
2618,0,116,1,27,1,6.9,5,1.86,137,60,121,1,61.00999999999999
2619,1,147,1,35,1,11.1,2,3.0,109,67,76,3,53.120000000000005
2620,0,115,0,0,0,11.0,7,2.97,113,102,119,1,63.41
2621,0,84,1,35,0,7.5,16,2.03,138,116,107,4,59.77
2622,0,86,1,16,0,11.6,2,3.13,105,111,117,4,53.64000000000001
2623,0,134,0,0,0,10.9,7,2.94,85,114,106,2,63.72
2624,1,105,0,0,0,11.6,2,3.13,106,77,107,0,63.24
2625,0,88,0,0,0,12.0,5,3.24,119,107,106,2,52.11
2626,0,90,1,27,0,12.6,6,3.4,51,118,111,2,52.28
2627,0,86,0,0,0,12.5,1,3.38,85,88,104,1,61.91
2628,0,37,0,0,0,6.8,3,1.84,126,110,98,4,60.260000000000005
2629,1,141,1,32,0,6.7,3,1.81,92,107,111,1,88.31
2630,0,148,0,0,0,9.8,3,2.65,148,87,99,2,58.54
2631,0,163,1,22,0,12.4,2,3.35,91,102,109,2,54.96
2632,0,89,1,35,0,11.8,3,3.19,108,100,74,1,52.099999999999994
2633,0,63,0,0,0,10.6,3,2.86,126,98,73,0,60.7
2634,0,102,0,0,0,12.6,7,3.4,106,102,75,2,47.41
2635,0,76,0,0,0,10.0,4,2.7,94,80,114,1,57.739999999999995
2636,0,104,0,0,0,6.0,6,1.62,92,87,65,2,54.77
2637,0,109,0,0,0,5.9,9,1.59,82,109,80,3,60.15
2638,0,105,0,0,0,11.4,9,3.08,116,95,104,2,54.419999999999995
2639,0,63,1,33,0,12.2,4,3.29,111,89,55,1,69.75999999999999
2640,0,105,1,24,0,10.8,3,2.92,99,118,109,3,76.63000000000001
2641,0,68,1,39,1,11.3,5,3.05,140,89,72,1,58.269999999999996
2642,0,63,1,21,1,10.0,4,2.7,99,89,114,1,47.79
2643,0,74,0,0,0,10.6,7,2.86,114,121,85,3,39.74
2644,0,76,0,0,0,12.4,2,3.35,85,66,113,0,57.879999999999995
2645,1,91,0,0,1,12.1,2,3.27,110,98,106,2,64.45
2646,0,101,0,0,0,11.5,6,3.11,114,123,122,5,62.300000000000004
2647,1,116,0,0,0,13.4,4,3.62,120,90,99,0,81.2
2648,0,131,1,23,0,12.7,1,3.43,145,93,100,1,62.41
2649,0,84,0,0,0,9.8,3,2.65,114,107,104,1,63.33
2650,0,104,0,0,0,4.9,4,1.32,100,58,98,2,49.28
2651,0,108,0,0,0,9.2,5,2.48,112,73,90,3,67.52
2652,0,111,0,0,0,9.7,9,2.62,117,91,123,0,56.33
2653,0,155,1,30,0,12.4,5,3.35,103,110,96,1,42.32
2654,0,66,0,0,0,6.8,3,1.84,85,112,83,1,63.81
2655,0,64,0,0,0,10.0,5,2.7,73,65,119,1,58.71999999999999
2656,0,69,0,0,0,8.9,1,2.4,122,111,87,2,68.22
2657,0,116,0,0,0,8.9,5,2.4,73,87,89,3,69.35
2658,0,101,0,0,0,13.5,7,3.65,84,115,109,0,64.35000000000001
2659,0,15,0,0,0,16.1,5,4.35,130,86,33,2,49.53
2660,1,88,0,0,0,13.4,2,3.62,136,72,118,4,79.14
2661,0,197,0,0,0,9.5,3,2.57,96,111,109,0,66.6
2662,1,50,0,0,1,13.7,6,3.7,108,102,62,2,50.42
2663,0,172,0,0,0,12.7,7,3.43,123,94,72,2,62.2
2664,1,188,1,26,1,14.4,3,3.89,115,67,118,1,56.88999999999999
2665,0,85,0,0,1,10.1,3,2.73,86,127,109,3,48.459999999999994
2666,1,103,0,0,1,12.1,2,3.27,128,92,130,1,69.38000000000001
2667,0,136,1,27,0,10.0,4,2.7,84,147,110,3,57.260000000000005
2668,0,155,1,21,0,8.6,4,2.32,91,84,111,0,55.449999999999996
2669,0,145,0,0,0,1.1,2,0.3,97,101,106,2,46.97
2670,0,116,1,12,0,9.0,6,2.43,108,118,80,2,58.47
2671,0,152,0,0,0,9.5,5,2.57,92,96,89,2,49.99
2672,1,65,0,0,1,9.2,10,2.48,123,112,71,0,72.04
2673,1,180,0,0,0,6.7,5,1.81,105,101,73,3,69.2
2674,0,67,0,0,0,12.8,6,3.46,117,124,141,0,45.510000000000005
2675,0,60,0,0,0,5.7,9,1.54,109,112,115,0,58.949999999999996
2676,0,138,0,0,0,12.1,8,3.27,96,94,63,0,66.25
2677,1,44,0,0,0,7.3,3,1.97,139,94,66,4,74.22
2678,0,25,0,0,0,14.4,6,3.89,69,117,82,2,68.9
2679,0,145,0,0,0,3.3,3,0.89,82,103,109,1,62.06
2680,0,122,1,28,0,7.7,3,2.08,62,88,84,2,55.74999999999999
2681,1,121,0,0,0,13.3,9,3.59,126,82,81,0,51.07
2682,0,55,0,0,1,12.9,3,3.48,77,100,92,0,32.879999999999995
2683,0,77,0,0,0,13.2,4,3.56,84,125,72,1,61.28
2684,0,12,0,0,0,9.8,7,2.65,98,90,95,2,61.03
2685,0,64,0,0,0,14.1,3,3.81,93,114,78,3,55.949999999999996
2686,0,92,1,44,0,10.0,1,2.7,95,73,121,2,56.52
2687,1,125,1,29,1,17.0,6,4.59,81,112,117,1,70.48
2688,0,160,0,0,0,10.0,2,2.7,117,129,121,1,62.459999999999994
2689,0,79,0,0,0,15.2,8,4.1,83,84,142,0,54.53
2690,0,36,0,0,0,7.0,7,1.89,97,104,110,3,68.39
2691,0,102,0,0,0,9.7,4,2.62,92,123,131,2,57.81
2692,0,138,0,0,1,11.6,4,3.13,81,115,96,1,69.16
2693,0,164,0,0,0,7.3,3,1.97,95,94,100,3,59.86
2694,1,125,0,0,0,10.1,3,2.73,82,85,74,0,72.24
2695,0,72,0,0,0,9.8,7,2.65,113,112,79,2,50.88
2696,1,74,0,0,0,12.3,5,3.32,86,99,121,3,83.96
2697,0,134,1,41,0,11.9,5,3.21,82,77,112,0,62.34
2698,0,145,0,0,0,12.4,4,3.35,89,119,69,1,63.41
2699,0,136,0,0,0,11.6,5,3.13,91,111,107,0,42.32
2700,1,209,0,0,0,8.5,5,2.3,124,110,69,3,72.78
2701,0,66,0,0,1,8.3,3,2.24,84,88,107,3,62.11999999999999
2702,0,152,1,20,0,7.9,5,2.13,108,82,145,1,52.37
2703,0,162,0,0,0,12.1,13,3.27,121,136,97,1,29.73
2704,0,72,0,0,0,11.2,3,3.02,133,96,97,2,45.730000000000004
2705,0,101,0,0,0,9.7,7,2.62,89,114,85,4,70.2
2706,0,125,0,0,0,13.2,3,3.56,128,71,116,0,57.98
2707,0,46,0,0,0,9.0,2,2.43,105,83,89,2,28.05
2708,1,132,0,0,0,8.9,3,2.4,104,132,87,1,78.03999999999999
2709,0,193,1,31,0,11.7,3,3.16,58,105,108,0,29.7
2710,1,63,0,0,0,14.7,4,3.97,69,135,94,0,74.43
2711,0,124,0,0,0,10.0,3,2.7,134,113,111,1,62.95
2712,0,144,0,0,0,11.6,2,3.13,101,127,68,0,54.669999999999995
2713,0,116,1,24,0,6.0,3,1.62,138,90,89,2,56.04
2714,0,189,1,30,0,15.4,6,4.16,116,50,108,1,50.65
2715,0,97,1,28,0,6.1,8,1.65,93,98,78,1,77.97
2716,0,137,1,50,0,12.1,4,3.27,94,106,100,2,56.540000000000006
2717,0,142,1,38,0,4.3,6,1.16,104,114,127,0,50.53
2718,0,84,0,0,0,13.8,2,3.73,125,88,121,1,59.74999999999999
2719,0,119,1,19,0,10.0,6,2.7,110,100,123,1,58.550000000000004
2720,0,158,0,0,0,10.3,3,2.78,103,95,82,1,54.47
2721,0,50,0,0,0,9.6,6,2.59,127,100,105,1,68.54
2722,0,98,0,0,0,10.1,5,2.73,82,118,83,2,43.58
2723,0,101,1,24,0,13.0,9,3.51,95,86,90,2,41.059999999999995
2724,1,182,0,0,0,9.5,11,2.57,124,108,104,2,72.58000000000001
2725,0,51,0,0,0,12.0,3,3.24,111,69,87,0,49.51
2726,0,117,0,0,0,9.9,1,2.67,94,149,102,2,54.870000000000005
2727,0,92,0,0,1,11.7,3,3.16,125,111,101,0,63.77
2728,0,86,0,0,0,6.2,3,1.67,71,91,155,2,56.910000000000004
2729,0,122,0,0,0,8.7,4,2.35,93,103,122,2,48.85
2730,0,156,1,27,0,14.8,8,4.0,137,115,112,1,60.669999999999995
2731,1,127,0,0,0,13.9,6,3.75,91,92,128,0,71.08
2732,1,130,0,0,1,16.9,2,4.56,106,86,123,5,73.36
2733,0,158,0,0,0,0.0,0,0.0,114,69,104,2,61.709999999999994
2734,0,145,1,30,1,11.1,3,3.0,107,116,85,1,53.339999999999996
2735,1,90,1,26,1,13.3,3,3.59,104,104,76,0,54.38
2736,0,127,1,27,0,9.2,5,2.48,113,102,156,3,32.95
2737,0,109,0,0,0,9.9,2,2.67,143,105,116,1,60.22
2738,0,88,0,0,0,7.5,3,2.03,90,87,100,1,50.24
2739,0,101,1,9,0,10.8,9,2.92,116,121,65,0,51.33
2740,0,171,0,0,0,10.3,1,2.78,122,85,84,0,58.6
2741,0,21,0,0,0,12.4,2,3.35,142,114,111,1,66.0
2742,0,145,1,31,0,10.7,1,2.89,94,123,109,2,66.41
2743,0,90,0,0,0,8.0,7,2.16,124,100,80,2,67.36
2744,0,33,0,0,0,7.1,7,1.92,115,118,86,1,48.34
2745,1,61,1,40,0,10.2,2,2.75,78,100,115,2,41.03
2746,0,107,0,0,0,13.4,1,3.62,108,110,102,3,55.55000000000001
2747,1,147,0,0,0,6.2,1,1.67,92,82,83,0,79.04
2748,0,117,0,0,0,7.7,10,2.08,84,91,67,2,50.400000000000006
2749,0,95,0,0,0,14.2,6,3.83,116,110,105,1,63.99
2750,0,186,0,0,0,8.7,6,2.35,97,118,85,1,45.97
2751,0,128,0,0,0,7.9,4,2.13,94,92,88,0,62.07000000000001
2752,0,55,1,39,0,8.1,1,2.19,101,117,104,3,49.93000000000001
2753,0,134,0,0,0,12.9,2,3.48,86,100,80,2,24.29
2754,0,96,1,23,0,11.3,7,3.05,88,89,108,1,59.419999999999995
2755,0,107,0,0,0,10.7,3,2.89,79,117,69,0,64.19
2756,0,123,0,0,0,12.5,1,3.38,106,101,87,2,39.11
2757,0,35,0,0,0,5.8,7,1.57,59,101,83,2,67.38
2758,0,74,0,0,0,12.0,3,3.24,136,104,133,0,61.27
2759,0,130,0,0,0,12.6,9,3.4,129,104,124,1,40.29
2760,1,137,0,0,1,14.2,4,3.83,103,84,81,0,67.21
2761,0,88,0,0,0,10.5,7,2.84,116,119,96,1,56.67
2762,0,80,0,0,0,9.5,4,2.57,90,98,80,3,30.32
2763,0,116,1,19,0,8.2,2,2.21,104,118,116,3,50.9
2764,0,123,1,23,0,14.9,3,4.02,88,105,108,2,74.97
2765,0,120,0,0,0,10.7,3,2.89,99,109,116,1,45.3
2766,0,146,0,0,1,10.5,6,2.84,126,95,82,1,55.24
2767,0,106,1,9,0,8.2,4,2.21,100,109,86,3,46.26
2768,0,121,1,44,0,12.0,2,3.24,85,120,98,1,43.589999999999996
2769,0,137,0,0,0,9.1,2,2.46,81,94,77,1,49.14
2770,0,84,1,30,0,5.7,3,1.54,65,108,61,2,45.78
2771,0,67,1,31,0,13.2,6,3.56,68,73,99,1,56.6
2772,1,161,0,0,0,5.9,2,1.59,84,125,90,4,49.19
2773,1,134,1,34,0,6.1,5,1.65,105,133,76,2,69.57000000000001
2774,1,62,1,32,1,13.2,3,3.56,93,132,137,0,65.9
2775,0,120,1,24,0,9.0,13,2.43,81,71,128,1,66.14
2776,0,130,1,30,0,7.4,7,2.0,117,141,103,0,59.76
2777,0,20,0,0,0,12.3,6,3.32,89,51,105,2,65.59
2778,0,68,0,0,0,10.3,3,2.78,119,105,101,1,53.91
2779,0,112,0,0,0,8.5,4,2.3,150,104,98,0,61.57999999999999
2780,0,77,0,0,0,11.3,4,3.05,95,98,81,3,62.32000000000001
2781,0,109,0,0,0,9.0,3,2.43,74,75,94,2,64.14
2782,0,108,0,0,0,11.6,3,3.13,101,86,113,3,59.379999999999995
2783,0,79,1,17,0,9.1,2,2.46,114,93,114,1,58.79
2784,1,119,0,0,0,10.9,3,2.94,88,79,92,3,71.74
2785,1,38,0,0,0,9.2,3,2.48,109,97,109,5,54.080000000000005
2786,1,109,1,29,0,9.0,6,2.43,90,98,128,6,51.41
2787,0,78,0,0,0,10.8,6,2.92,74,58,147,1,42.230000000000004
2788,0,134,0,0,0,7.2,2,1.94,99,111,133,0,71.49
2789,0,47,1,27,0,7.7,4,2.08,89,118,95,2,51.67
2790,0,59,1,27,0,9.1,3,2.46,110,99,73,0,37.83
2791,0,151,0,0,0,5.5,3,1.49,106,103,82,0,68.11
2792,0,129,0,0,0,11.1,4,3.0,131,105,135,1,39.02
2793,0,107,1,27,0,14.4,7,3.89,104,152,63,2,78.09
2794,1,137,0,0,1,10.9,3,2.94,112,117,100,0,72.60000000000001
2795,0,76,0,0,0,9.3,2,2.51,142,75,76,1,42.14999999999999
2796,0,24,0,0,0,16.2,2,4.37,132,129,136,0,58.239999999999995
2797,0,169,0,0,0,10.0,4,2.7,82,110,67,2,49.800000000000004
2798,0,30,0,0,0,10.2,8,2.75,68,96,101,1,35.54
2799,0,70,0,0,0,9.4,3,2.54,87,114,104,3,57.42
2800,1,52,0,0,1,11.0,2,2.97,118,80,53,0,68.09
2801,0,3,0,0,0,6.1,3,1.65,99,108,87,4,57.82
2802,0,38,0,0,0,14.4,2,3.89,114,105,98,2,46.83
2803,0,104,0,0,0,10.6,8,2.86,108,75,91,3,64.12
2804,0,27,0,0,0,9.1,4,2.46,105,99,122,1,41.47
2805,0,166,1,28,1,11.4,5,3.08,126,76,72,1,57.230000000000004
2806,0,13,0,0,0,13.6,8,3.67,100,79,112,2,67.09
2807,0,52,0,0,0,11.8,4,3.19,104,83,109,2,55.88
2808,0,114,1,25,0,11.6,5,3.13,77,110,110,1,54.55
2809,0,156,0,0,0,3.5,3,0.95,106,112,86,1,48.31
2810,0,90,1,42,0,11.1,4,3.0,66,85,97,0,64.89
2811,0,62,0,0,0,10.8,5,2.92,122,95,106,2,49.17
2812,0,82,1,33,0,11.0,6,2.97,95,128,70,2,55.510000000000005
2813,0,52,0,0,0,12.3,4,3.32,80,101,89,3,45.73
2814,0,146,0,0,0,10.7,6,2.89,77,100,72,1,47.64
2815,0,120,1,23,0,7.2,5,1.94,114,84,117,2,70.64
2816,1,130,0,0,0,18.3,6,4.94,113,103,99,1,69.47
2817,0,90,0,0,0,11.4,9,3.08,91,94,80,1,33.379999999999995
2818,0,147,0,0,1,10.1,4,2.73,113,110,87,1,50.25
2819,1,159,0,0,0,10.3,3,2.78,68,74,111,0,46.98
2820,0,74,1,27,0,13.2,2,3.56,122,150,86,4,55.25
2821,0,130,0,0,0,5.7,5,1.54,101,105,64,0,66.72
2822,0,155,0,0,1,11.2,3,3.02,94,108,111,0,56.86
2823,0,87,0,0,0,16.6,4,4.48,80,89,96,2,55.62
2824,1,81,0,0,0,13.1,5,3.54,48,82,78,0,83.73
2825,0,99,0,0,0,14.3,9,3.86,78,120,140,2,46.58
2826,0,131,0,0,0,10.2,11,2.75,110,101,125,2,58.1
2827,1,89,0,0,0,10.3,4,2.78,71,68,100,5,49.83
2828,1,123,0,0,1,6.3,6,1.7,106,96,129,4,43.64
2829,0,130,1,26,0,12.6,4,3.4,108,122,118,1,71.97
2830,0,99,0,0,0,10.5,6,2.84,90,70,95,1,41.239999999999995
2831,0,36,0,0,0,9.9,3,2.67,144,69,146,1,59.18
2832,0,87,0,0,0,7.5,5,2.03,91,105,109,3,47.4
2833,0,139,0,0,0,11.6,9,3.13,130,131,108,2,65.56
2834,0,189,0,0,0,11.7,7,3.16,80,117,69,1,55.440000000000005
2835,0,96,1,33,0,10.4,15,2.81,115,87,84,3,56.260000000000005
2836,0,112,0,0,0,10.3,5,2.78,119,67,112,2,43.489999999999995
2837,0,75,0,0,0,14.3,3,3.86,70,97,118,1,64.02000000000001
2838,0,178,1,35,0,10.5,3,2.84,88,65,94,2,52.21
2839,1,112,0,0,0,14.2,2,3.83,97,94,100,2,77.24
2840,0,108,1,41,0,10.8,7,2.92,110,78,103,0,48.99
2841,0,100,0,0,0,14.0,8,3.78,98,102,106,0,39.33
2842,0,121,1,20,0,9.4,2,2.54,110,120,107,0,65.03
2843,0,116,0,0,0,10.0,6,2.7,101,95,87,1,36.92
2844,0,161,0,0,0,11.5,4,3.11,100,74,69,1,54.01
2845,0,19,0,0,1,4.5,4,1.22,98,121,95,0,66.21
2846,0,104,0,0,0,10.1,4,2.73,123,106,85,1,64.47999999999999
2847,0,119,1,32,1,12.2,4,3.29,101,93,91,0,57.61
2848,0,125,0,0,0,8.0,2,2.16,102,87,105,0,59.39999999999999
2849,0,156,0,0,0,7.7,4,2.08,122,91,151,1,64.19999999999999
2850,0,109,0,0,0,10.0,5,2.7,128,116,86,2,49.92999999999999
2851,0,95,0,0,0,8.2,3,2.21,109,107,88,2,47.730000000000004
2852,0,90,0,0,0,4.6,4,1.24,126,118,71,1,47.28
2853,0,105,1,21,0,8.7,3,2.35,112,43,93,2,53.79
2854,0,101,0,0,0,10.6,4,2.86,124,101,98,1,66.01
2855,0,95,0,0,0,8.1,2,2.19,96,116,120,1,56.56999999999999
2856,0,123,0,0,0,10.0,4,2.7,88,111,100,0,56.61
2857,0,160,0,0,0,5.6,2,1.51,77,117,117,1,64.77000000000001
2858,0,141,1,28,0,7.4,3,2.0,123,128,103,1,80.3
2859,0,87,0,0,0,11.5,3,3.11,125,116,136,0,23.97
2860,0,81,0,0,0,11.8,6,3.19,80,94,84,2,60.33
2861,0,75,1,19,0,13.1,3,3.54,90,87,102,4,66.00999999999999
2862,0,126,1,24,0,12.1,6,3.27,125,90,73,0,43.129999999999995
2863,0,28,0,0,0,9.7,3,2.62,102,87,115,3,67.07
2864,0,153,0,0,0,12.5,2,3.38,102,136,109,0,61.709999999999994
2865,1,97,1,32,0,8.6,6,2.32,87,113,107,2,47.12
2866,0,115,0,0,0,11.1,4,3.0,128,74,104,2,42.87
2867,0,95,0,0,0,11.2,6,3.02,83,65,105,1,64.10000000000001
2868,1,17,0,0,1,13.6,3,3.67,118,91,94,0,62.17
2869,0,105,1,20,0,8.9,2,2.4,114,91,104,1,68.62
2870,0,121,0,0,0,9.1,9,2.46,100,113,79,2,43.379999999999995
2871,0,125,0,0,0,11.3,2,3.05,89,127,73,2,62.81
2872,0,124,0,0,0,9.2,2,2.48,98,119,81,2,42.800000000000004
2873,0,35,0,0,0,6.9,5,1.86,67,96,80,2,48.379999999999995
2874,1,134,0,0,0,12.3,10,3.32,93,117,98,0,80.67
2875,0,123,1,32,0,6.6,2,1.78,77,78,85,3,66.86
2876,0,124,0,0,0,10.4,6,2.81,61,111,117,3,67.94
2877,0,133,0,0,0,6.5,3,1.76,92,97,88,2,54.86
2878,0,185,1,19,0,9.6,6,2.59,123,94,107,0,57.21
2879,0,1,1,26,0,10.0,2,2.7,68,67,113,1,47.43
